Concept	Code	Source	Description
Myocardial infarction	393588004	SNOMED	First myocardial infarction (disorder)
Myocardial infarction	138785002	SNOMED	H/O: Myocardial infarction in last year (situation)
Myocardial infarction	161516005	SNOMED	H/O: Myocardial infarction in last year (situation)
Myocardial infarction	194862000	SNOMED	Hemopericardium due to and following acute myocardial infarction (disorder)
Myocardial infarction	399211009	SNOMED	History of myocardial infarction (situation)
Myocardial infarction	103011000119106	SNOMED	Coronary arteriosclerosis in patient with history of previous myocardial infarction (situation)
Myocardial infarction	285721000119104	SNOMED	History of acute ST segment elevation myocardial infarction (situation)
Myocardial infarction	161503005	SNOMED	History of myocardial infarct at age greater than sixty (situation)
Myocardial infarction	161502000	SNOMED	History of myocardial infarct at age less than sixty (situation)
Myocardial infarction	3.8778566100011898E+17	SNOMED	History of myocardial infarction due to atherothrombotic coronary artery disease (situation)
Myocardial infarction	308065005	SNOMED	History of myocardial infarction in last year (situation)
Myocardial infarction	461000119108	SNOMED	History of myocardial infarction in last eight weeks (situation)
Myocardial infarction	698593009	SNOMED	History of non-ST segment elevation myocardial infarction (situation)
Myocardial infarction	428752002	SNOMED	Recent myocardial infarction (situation)
Myocardial infarction	512751000000100	SNOMED	History of myocardial infarction (situation)
Myocardial infarction	194804002	SNOMED	Inferior myocardial infarction NOS (disorder)
Myocardial infarction	603911000000102	SNOMED	Inferior myocardial infarction NOS (disorder)
Myocardial infarction	194801005	SNOMED	Lateral myocardial infarction NOS (disorder)
Myocardial infarction	603901000000104	SNOMED	Lateral myocardial infarction NOS (disorder)
Myocardial infarction	1142308000	SNOMED	Mitral valve regurgitation due to acute myocardial infarction (disorder)
Myocardial infarction	703330009	SNOMED	Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture (disorder)
Myocardial infarction	703328007	SNOMED	Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture (disorder)
Myocardial infarction	703326006	SNOMED	Mitral valve regurgitation due to and following acute myocardial infarction (disorder)
Myocardial infarction	1.59609810001191E+16	SNOMED	Mural thrombus of left ventricle following acute myocardial infarction (disorder)
Myocardial infarction	736978009	SNOMED	Mural thrombus of right ventricle following acute myocardial infarction (disorder)
Myocardial infarction	155304006	SNOMED	Myocardial infarction (& [acute]) or coronary thrombosis (disorder)
Myocardial infarction	266288001	SNOMED	Myocardial infarction (& [acute]) or coronary thrombosis (disorder)
Myocardial infarction	22298006	SNOMED	Myocardial infarction (disorder)
Myocardial infarction	394710008	SNOMED	First myocardial infarction (disorder)
Myocardial infarction	428196007	SNOMED	Mixed myocardial ischemia and infarction (disorder)
Myocardial infarction	7.2649930100011904E+17	SNOMED	Myocardial infarction due to atherothrombotic coronary artery disease (disorder)
Myocardial infarction	1.68376810001191E+16	SNOMED	Myocardial infarction due to demand ischemia (disorder)
Myocardial infarction	418044006	SNOMED	Myocardial infarction in recovery phase (disorder)
Myocardial infarction	879955009	SNOMED	Myocardial infarction with non-obstructive coronary artery (disorder)
Myocardial infarction	314207007	SNOMED	Non-Q wave myocardial infarction (disorder)
Myocardial infarction	1755008	SNOMED	Old myocardial infarction (disorder)
Myocardial infarction	233839009	SNOMED	Old anterior myocardial infarction (disorder)
Myocardial infarction	35411000087108	SNOMED	Old infarct of myocardium of anterolateral region (disorder)
Myocardial infarction	35401000087106	SNOMED	Old infarct of myocardium of apex of heart (disorder)
Myocardial infarction	35421000087100	SNOMED	Old infarct of myocardium of inferolateral region (disorder)
Myocardial infarction	35441000087109	SNOMED	Old infarct of myocardium of posterolateral region (disorder)
Myocardial infarction	35451000087107	SNOMED	Old infarct of myocardium of ventricular septum (disorder)
Myocardial infarction	233840006	SNOMED	Old inferior myocardial infarction (disorder)
Myocardial infarction	233841005	SNOMED	Old lateral myocardial infarction (disorder)
Myocardial infarction	35431000087103	SNOMED	Old infarct of high lateral wall of myocardium (disorder)
Myocardial infarction	233842003	SNOMED	Old posterior myocardial infarction (disorder)
Myocardial infarction	129574000	SNOMED	Postoperative myocardial infarction (disorder)
Myocardial infarction	1089431000000100	SNOMED	Postoperative nontransmural myocardial infarction (disorder)
Myocardial infarction	311796008	SNOMED	Postoperative subendocardial myocardial infarction (disorder)
Myocardial infarction	1089441000000100	SNOMED	Postoperative transmural myocardial infarction (disorder)
Myocardial infarction	311792005	SNOMED	Postoperative transmural myocardial infarction of anterior wall (disorder)
Myocardial infarction	311793000	SNOMED	Postoperative transmural myocardial infarction of inferior wall (disorder)
Myocardial infarction	233843008	SNOMED	Silent myocardial infarction (disorder)
Myocardial infarction	194856005	SNOMED	Subsequent myocardial infarction (disorder)
Myocardial infarction	703211006	SNOMED	Subsequent ST segment elevation myocardial infarction (disorder)
Myocardial infarction	703210007	SNOMED	Subsequent ST segment elevation myocardial infarction of anterior wall (disorder)
Myocardial infarction	703209002	SNOMED	Subsequent ST segment elevation myocardial infarction of inferior wall (disorder)
Myocardial infarction	194857001	SNOMED	Subsequent myocardial infarction of anterior wall (disorder)
Myocardial infarction	194858006	SNOMED	Subsequent myocardial infarction of inferior wall (disorder)
Myocardial infarction	1208873007	SNOMED	Subsequent inferior non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction	703360004	SNOMED	Subsequent non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction	194802003	SNOMED	True posterior myocardial infarction (disorder)
Myocardial infarction	233824008	SNOMED	Myocardial infarction (disorder)
Myocardial infarction	371068009	SNOMED	Myocardial infarction with complication (disorder)
Myocardial infarction	194827005	SNOMED	Myocardial infarction: [old] or [healed] or [personal history of] (disorder)
Myocardial infarction	371824008	SNOMED	Myocardial ischemia manifest on stress test status post myocardial infarction (finding)
Myocardial infarction	710031008	SNOMED	Inducible ischemia manifest on stress test post myocardial infarction (finding)
Myocardial infarction	155306008	SNOMED	Old myocardial infarction (disorder)
Myocardial infarction	194808004	SNOMED	Other acute myocardial infarction (disorder)
Myocardial infarction	582991000000108	SNOMED	Other acute myocardial infarction (disorder)
Myocardial infarction	194810002	SNOMED	Other acute myocardial infarction NOS (disorder)
Myocardial infarction	583001000000107	SNOMED	Other acute myocardial infarction NOS (disorder)
Myocardial infarction	194797009	SNOMED	Other specified anterior myocardial infarction (disorder)
Myocardial infarction	581511000000103	SNOMED	Other specified anterior myocardial infarction (disorder)
Myocardial infarction	71023004	SNOMED	Pericarditis due to acute myocardial infarction (disorder)
Myocardial infarction	233885007	SNOMED	Post-infarction pericarditis (disorder)
Myocardial infarction	827164008	SNOMED	Delayed postmyocardial infarction pericarditis (disorder)
Myocardial infarction	827163002	SNOMED	Early postmyocardial infarction pericarditis (disorder)
Myocardial infarction	1163420005	SNOMED	Pericardial effusion following myocardial infarction (disorder)
Myocardial infarction	233846000	SNOMED	Post-infarction ventricular septal defect (disorder)
Myocardial infarction	194800006	SNOMED	Posterior myocardial infarction NOS (disorder)
Myocardial infarction	581531000000106	SNOMED	Posterior myocardial infarction NOS (disorder)
Myocardial infarction	66189004	SNOMED	Postmyocardial infarction syndrome (disorder)
Myocardial infarction	194870005	SNOMED	Postoperative myocardial infarction (disorder)
Myocardial infarction	311790002	SNOMED	Postoperative myocardial infarction (disorder)
Myocardial infarction	194876004	SNOMED	Postoperative myocardial infarction, unspecified (disorder)
Myocardial infarction	311797004	SNOMED	Postoperative myocardial infarction, unspecified (disorder)
Myocardial infarction	677131000000105	SNOMED	Postoperative myocardial infarction, unspecified (disorder)
Myocardial infarction	194875000	SNOMED	Postoperative subendocardial myocardial infarction (disorder)
Myocardial infarction	194871009	SNOMED	Postoperative transmural myocardial infarction of anterior wall (disorder)
Myocardial infarction	194872002	SNOMED	Postoperative transmural myocardial infarction of inferior wall (disorder)
Myocardial infarction	194873007	SNOMED	Postoperative transmural myocardial infarction of other sites (disorder)
Myocardial infarction	311794006	SNOMED	Postoperative transmural myocardial infarction of other sites (disorder)
Myocardial infarction	677111000000102	SNOMED	Postoperative transmural myocardial infarction of other sites (disorder)
Myocardial infarction	194874001	SNOMED	Postoperative transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	311795007	SNOMED	Postoperative transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	677121000000108	SNOMED	Postoperative transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	723859005	SNOMED	Pulmonary embolism due to and following acute myocardial infarction (disorder)
Myocardial infarction	1.65286210001191E+16	SNOMED	Rupture of interventricular septum following acute myocardial infarction (disorder)
Myocardial infarction	194867006	SNOMED	Rupture of papillary muscle as current complication following acute myocardial infarction (disorder)
Myocardial infarction	194859003	SNOMED	Subsequent myocardial infarction of other sites (disorder)
Myocardial infarction	623361000000107	SNOMED	Subsequent myocardial infarction of other sites (disorder)
Myocardial infarction	1.64150810001191E+16	SNOMED	Supraventricular tachycardia following acute myocardial infarction (disorder)
Myocardial infarction	723858002	SNOMED	Ventricular aneurysm due to and following acute myocardial infarction (disorder)
Myocardial infarction	1208867006	SNOMED	Ventricular thrombus following acute myocardial infarction (disorder)
Myocardial infarction	194807009	SNOMED	[X]Acute transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	195545006	SNOMED	[X]Acute transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	471711000000109	SNOMED	[X]Acute transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	471851000000100	SNOMED	[X]Acute transmural myocardial infarction of unspecified site (disorder)
Myocardial infarction	195542009	SNOMED	[X]Other current complications following acute myocardial infarction (disorder)
Myocardial infarction	429641000000102	SNOMED	[X]Other current complications following acute myocardial infarction (disorder)
Myocardial infarction	195543004	SNOMED	[X]Other forms of acute ischemic heart disease (disorder)
Myocardial infarction	195546007	SNOMED	[X]Subsequent myocardial infarction of other sites (disorder)
Myocardial infarction	444321000000101	SNOMED	[X]Subsequent myocardial infarction of other sites (disorder)
Myocardial infarction	194860008	SNOMED	[X]Subsequent myocardial infarction of unspecified site (disorder)
Myocardial infarction	195547003	SNOMED	[X]Subsequent myocardial infarction of unspecified site (disorder)
Myocardial infarction	409621000000103	SNOMED	[X]Subsequent myocardial infarction of unspecified site (disorder)
Myocardial infarction	412781000000102	SNOMED	[X]Subsequent myocardial infarction of unspecified site (disorder)
Myocardial infarction	412771006	SNOMED	acute myocardial infarction of posterolateral wall (disorder)
Myocardial infarction	I21	ICD10	Acute myocardial infarction
Myocardial infarction	I210	ICD10	ST elevation (STEMI) myocardial infarction of anterior wall
Myocardial infarction	I2101	ICD10	ST elevation (STEMI) myocardial infarction involving left main coronary artery
Myocardial infarction	I2102	ICD10	ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
